"","std","res","samp.depth"
"1683",1.01132970422433,NA,5
"1684",0.749052401025728,NA,5
"1685",0.67117758922067,0.420738994080569,6
"1686",0.805783767423369,0.90148940014154,7
"1687",0.572224159911346,1.13579885528119,7
"1688",0.68097289334367,0.840389103265276,7
"1689",0.93331790228214,1.21432828686205,7
"1690",0.956335881189916,1.09475001295813,7
"1691",0.897165493742476,0.919666357204373,7
"1692",0.95078178957826,0.96359549027735,7
"1693",0.726312236950932,0.818484966932175,7
"1694",0.865783548985486,0.951943325076957,7
"1695",0.79290305380915,0.891256861585581,7
"1696",1.01893358926645,1.13233664692701,7
"1697",0.75818188621857,0.836770169892461,7
"1698",0.625985158416821,0.750198673831209,7
"1699",0.7206408576638,0.904302756307754,7
"1700",0.659401760314941,0.860882666858454,7
"1701",0.577446229411473,0.890364777146104,7
"1702",0.713840052891634,0.965924612071661,7
"1703",0.779169476162298,0.956358653863077,7
"1704",0.757594458010524,0.947673287965496,7
"1705",0.799440208952368,0.995043487272398,7
"1706",0.85582717162393,0.982133351061043,7
"1707",1.03600619897155,1.12576121470504,7
"1708",1.5035661318058,1.51090619367691,7
"1709",1.5036330195959,1.15590322793099,7
"1710",1.36937173593798,0.945116379157762,8
"1711",0.984001265485809,0.612205126968285,8
"1712",0.873032279189608,0.745868036590561,8
"1713",0.88678163022757,0.916457576672819,8
"1714",1.11959292398236,1.09993704886897,9
"1715",1.27417907231246,1.17757694847437,9
"1716",1.16904257547574,1.01038658122097,9
"1717",1.01746393413487,0.89314996310976,11
"1718",0.835196471399525,0.796624054476107,11
"1719",1.08229992648642,1.11744741612232,11
"1720",1.27162651081287,1.31468991752695,11
"1721",1.05664421123355,1.00685883019411,11
"1722",1.26902421600638,1.19423990674008,11
"1723",1.42636386620974,1.24584385878566,11
"1724",1.06222163599382,0.773659250407258,11
"1725",1.349649272517,1.19600117499289,11
"1726",1.01652254013489,0.835558003468029,11
"1727",1.23214928996882,1.14376054636362,11
"1728",0.830140197922658,0.658272310211676,11
"1729",1.03585860888438,1.00696978707642,11
"1730",0.904869295364466,0.915965770134754,11
"1731",0.960698019364083,0.912861755410636,12
"1732",0.908245202922146,0.787053841856344,13
"1733",1.00779047702039,1.03217048158466,13
"1734",0.880307412099238,0.952884017773588,13
"1735",0.937234708709188,0.916168899761716,14
"1736",0.703626853700938,0.794607149358228,14
"1737",0.99589986016188,1.12254440326831,14
"1738",0.717536715749045,0.780705381687977,14
"1739",0.666402532018627,0.807498334276812,14
"1740",0.64097705087853,0.782530094159367,15
"1741",0.60343535566026,0.888354976375708,15
"1742",0.587086980317703,0.824291562288066,16
"1743",0.700895642669156,0.976567377776195,16
"1744",0.661003078708829,0.900014735666922,16
"1745",0.812720960843567,1.0459056907895,16
"1746",0.898710788682905,1.1197035307172,16
"1747",0.919804969161599,0.980184050574868,16
"1748",0.976554740422817,1.01931646678504,16
"1749",1.18235608829774,1.14476990443538,16
"1750",1.09668566604054,1.02316171935479,16
"1751",0.913176618587109,0.788168456087993,16
"1752",1.08520706830024,1.08290159168203,16
"1753",1.20310115891159,1.13591930635135,16
"1754",1.05112860851265,0.921364179037702,16
"1755",0.82141453879358,0.751545869882161,16
"1756",1.23289289064716,1.29579512605423,16
"1757",0.753111842929407,0.665092856569163,16
"1758",1.20395609662107,1.28500930673416,16
"1759",0.970242492697023,0.908636504496229,16
"1760",1.16656390934214,1.11566897273287,16
"1761",1.45992054446272,1.29388896268017,16
"1762",1.13941457321177,0.856718341142164,17
"1763",1.16113501170197,0.929221775014651,17
"1764",0.98685696592112,0.845825722592164,17
"1765",0.792189019814314,0.712416731942229,17
"1766",0.969141832284188,1.06888265154736,17
"1767",1.16168424413691,1.20534157430399,18
"1768",1.40098856741945,1.32799706193538,18
"1769",1.33177858359128,1.11729266738071,18
"1770",1.50257110441501,1.2270766533383,18
"1771",0.990138016677103,0.679544931043792,18
"1772",1.59515379210988,1.3816102740065,18
"1773",1.38333947761146,1.04687009605042,18
"1774",1.20481323946657,0.833696595878495,18
"1775",1.24028977302591,0.992930623733496,19
"1776",1.2388438520145,1.03815219399337,19
"1777",1.24514977078766,1.04964810354164,19
"1778",1.25113292290205,1.06094777814973,22
"1779",1.15536849257539,0.95118052349958,22
"1780",0.805041539154614,0.668696941039228,22
"1781",1.32890051953004,1.32754284316556,22
"1782",0.947107435241354,0.756447810752695,23
"1783",0.917668153862361,0.834424110553831,23
"1784",0.76179577134069,0.789381192807264,24
"1785",0.837941607154057,0.908667016953643,26
"1786",0.92160968576595,0.98830407399776,26
"1787",0.890193250812607,0.944454344848409,27
"1788",0.901773637563653,0.956281710646484,27
"1789",0.904280649402284,0.935540370876284,28
"1790",0.998938446579535,1.03833536914972,28
"1791",1.03150502159739,1.0457590248482,28
"1792",1.25514193731861,1.26476991253988,28
"1793",1.28111393485111,1.16005593965712,28
"1794",1.10566765187923,0.914515134063986,28
"1795",1.27825353183615,1.11257857998803,28
"1796",1.08298809293212,0.890651467994505,28
"1797",1.07707569260184,0.936253794063061,28
"1798",0.972137088809539,0.899328860432982,29
"1799",0.903149289888729,0.868687873234083,29
"1800",0.809905879947506,0.85032347216316,29
"1801",1.09903214690364,1.17183102413107,29
"1802",1.15344268090704,1.10819985663992,29
"1803",1.03283159174656,0.925282854417722,29
"1804",0.970548353099702,0.853080305056479,29
"1805",0.991256888810455,0.96999652477019,30
"1806",1.15200094372511,1.16677725846583,32
"1807",1.08994992290129,0.942752615258336,34
"1808",1.4163404482364,1.29906552551663,38
"1809",1.03147416073381,0.768288011457448,38
"1810",1.19638477626742,1.0774872610482,38
"1811",1.27144993472671,1.13321345870125,38
"1812",1.04888263889982,0.855130461200811,38
"1813",1.21875543362542,1.08772180717921,38
"1814",0.828437955359336,0.711592301781603,38
"1815",0.816493619255293,0.84417187341985,38
"1816",0.793207925698372,0.867477928687907,39
"1817",0.866016608641742,0.959510076139599,39
"1818",1.01902645946004,1.07819047082616,39
"1819",0.645416819792945,0.698972330607621,39
"1820",0.7550820126778,0.90078480172721,41
"1821",0.637597288343962,0.820955538851286,41
"1822",0.640105714004581,0.86114628949979,41
"1823",0.898735603057971,1.12171040508463,43
"1824",0.835635253070086,0.952591259862158,45
"1825",0.730960073214829,0.820294339217255,46
"1826",0.698310075230877,0.816429462632658,47
"1827",0.843056747639264,1.02243125558604,47
"1828",1.15567406873681,1.2614170304972,47
"1829",1.10176514711534,1.04818636063728,48
"1830",0.896383645882587,0.824976822352943,48
"1831",0.603860791441603,0.691762267497874,49
"1832",1.08191010524105,1.24835236219589,49
"1833",0.848301370609981,0.874652677095042,49
"1834",0.711400080516568,0.795041754609229,49
"1835",0.448472993683862,0.631606595423954,52
"1836",0.668570349500661,0.993085341236874,53
"1837",0.712380614152101,0.977133555729062,53
"1838",0.811033855442178,1.03389460402826,53
"1839",0.770108981005135,0.925639802539575,53
"1840",0.889128020318194,1.05797291037774,54
"1841",0.924448519968748,1.04612705407445,54
"1842",0.854985399261542,0.932342436379324,54
"1843",0.945722292918147,0.997731624954105,54
"1844",1.02946679036394,1.0982294394413,55
"1845",0.729098719736482,0.745875912760459,55
"1846",0.976604894612071,1.10693263107054,55
"1847",0.866079025851825,0.909575894262674,55
"1848",1.21717561498443,1.29056247507336,56
"1849",0.923922481694043,0.851638617558492,58
"1850",0.685755903672462,0.688580031205493,58
"1851",0.850418172528085,0.992744053415028,58
"1852",0.800047106959815,0.922999507966645,58
"1853",1.00090243996533,1.12750066694807,58
"1854",1.04490377071514,1.07818982564771,58
"1855",1.05971905966797,1.04292812264241,58
"1856",0.879584916501204,0.839319732854404,59
"1857",1.28120622753037,1.29291683916339,59
"1858",1.16310489133028,1.00640899118827,59
"1859",1.37687452498576,1.23571202708865,60
"1860",1.21367422093057,0.981996762726589,60
"1861",1.24411605343584,1.06048754210317,60
"1862",1.18676825194777,0.98411462322653,60
"1863",1.21798766527753,1.04337387217206,60
"1864",1.11141841817926,0.922963071280852,61
"1865",1.20555988257995,1.09152653802102,61
"1866",1.2538275191689,1.11366159896465,63
"1867",1.42480693817533,1.23912507887805,64
"1868",1.14548085934793,0.889841038592636,65
"1869",1.05642826927383,0.856256676353731,66
"1870",1.08485826409818,1.00305152547102,68
"1871",1.05948569218611,0.993391575163308,68
"1872",0.909352712768139,0.839379586398789,69
"1873",0.9501340020524,0.954219447625017,71
"1874",0.95478482033429,0.97302384574916,71
"1875",1.02451096877471,1.01832387225255,72
"1876",1.04312369232838,1.01532974370946,76
"1877",1.01732762594989,0.95079579114718,76
"1878",1.01758227383455,0.985901334803586,76
"1879",1.15602499231738,1.11263255781172,77
"1880",1.06920479912806,0.989207602176929,77
"1881",1.21964307512419,1.10644612066907,77
"1882",0.597177928794481,0.501029895538899,77
"1883",0.405823936955357,0.579054604446992,77
"1884",0.505232192440493,0.855898571392787,79
"1885",0.55695667486707,0.891599008040752,79
"1886",0.710987543954943,1.03181119256868,79
"1887",0.584367306303693,0.833586954654601,79
"1888",0.728367762338574,0.999098090169468,79
"1889",0.749958538050507,0.964706452625087,80
"1890",0.79164942086313,0.962320875576079,81
"1891",0.713566163428505,0.848454235279581,82
"1892",0.554731592887452,0.761361507361279,82
"1893",0.670091148641504,0.943606533719644,82
"1894",0.595637964561525,0.844035261344451,84
"1895",0.861687028938218,1.11272539801052,84
"1896",0.903282812760742,1.04747515598974,84
"1897",0.857698769860277,0.937218144848851,84
"1898",0.843101663484509,0.925069049806605,85
"1899",0.659292168352964,0.759926363683356,85
"1900",0.792541829302885,0.96976333855121,85
"1901",0.928493031364255,1.07550085970038,85
"1902",0.956179682674278,1.01306817844483,87
"1903",1.11604106182246,1.12933429234714,87
"1904",0.951099639493422,0.885847860665793,88
"1905",0.956926889361013,0.939217845457108,89
"1906",1.25426342858606,1.26234542182905,89
"1907",1.17727686570648,1.03854303740417,90
"1908",1.2126030588163,1.05106942403198,90
"1909",1.15739331295709,0.995797822539432,91
"1910",1.0419990419419,0.909612807381067,91
"1911",1.15493915033048,1.09171162667083,91
"1912",0.729471563649819,0.642843971242482,91
"1913",1.09765361667209,1.15617945395126,93
"1914",1.01218442041927,1.00754837141187,93
"1915",1.01016731517601,0.992850463076764,93
"1916",0.859847817915922,0.852093025021301,93
"1917",0.966263972579301,1.03528311667948,96
"1918",1.02658191861921,1.04647560811681,96
"1919",0.636334300818818,0.626781591680735,96
"1920",0.867839399931617,1.01535181182154,96
"1921",0.86544744602681,0.991166167599994,97
"1922",0.650873650807953,0.732829158582308,98
"1923",0.993191272706785,1.17591820084326,98
"1924",0.749353460530981,0.809230150583185,101
"1925",0.773037231796934,0.886253739450184,101
"1926",0.898736986687941,1.04538676747569,105
"1927",0.949371899261507,1.01202135176184,105
"1928",0.885503685199551,0.9362878425997,105
"1929",1.1338944838374,1.1879753354471,108
"1930",0.954898224392207,0.892049387943782,109
"1931",0.894337720272649,0.892551012736977,110
"1932",0.990419993775342,1.04322640732281,111
"1933",0.921491059904024,0.907434090077973,112
"1934",1.15229390779868,1.16869040821033,112
"1935",1.28193691820989,1.20579744648353,112
"1936",1.16364276313262,1.01272008588372,114
"1937",1.08816004720666,0.956742946533109,114
"1938",0.983360672926595,0.902481570707889,116
"1939",1.08050269795565,1.04367315794867,116
"1940",0.808293659472774,0.758331733821511,117
"1941",1.11452557914372,1.1508788876251,117
"1942",1.13040268021045,1.08863365776624,118
"1943",1.22612041112974,1.12959701081026,121
"1944",1.08830701909905,0.957636798153987,122
"1945",1.09184249452111,0.995997073776089,124
"1946",1.31984839322344,1.23328191656288,124
"1947",0.948429019031088,0.785459804338113,126
"1948",1.08235817413419,1.03130121992485,126
"1949",0.673847571530663,0.616550944521303,128
"1950",1.21519367508288,1.30955992352549,130
"1951",0.881304462812789,0.826097771189232,130
"1952",1.12981117281349,1.13853859186978,132
"1953",0.978650117724203,0.951014581941021,132
"1954",0.988777154812698,0.94580670187161,132
"1955",1.06763602994312,1.04967059556265,132
"1956",0.854612057826215,0.827010271967489,132
"1957",1.02647229047298,1.03761496664311,132
"1958",1.10833669781635,1.10149560459585,132
"1959",0.98538588096411,0.943841858209153,132
"1960",1.35794874443611,1.33452040473959,132
"1961",1.21659052980275,1.03812813285301,132
"1962",1.21980301195782,1.04106097056383,132
"1963",0.832937395386667,0.69601768828328,136
"1964",1.19441843142608,1.1926270327998,136
"1965",1.02075611056527,0.946335703095264,136
"1966",1.02416569419286,0.980130329137188,136
"1967",1.01614467361423,0.988001419699229,136
"1968",1.02951282968461,1.00628097133195,136
"1969",0.943273488933156,0.906852253187013,136
"1970",0.623012805495939,0.645723535811543,136
"1971",1.12890777147957,1.26907414348555,136
"1972",0.875602121135254,0.863364306752779,136
"1973",0.732345122823725,0.745271057425739,136
"1974",0.97966460382725,1.08829610664086,138
"1975",0.979264078378422,1.02368724566837,138
"1976",0.893828354957071,0.905220356264211,138
"1977",0.964446360910314,1.00057444956898,138
"1978",0.82504777850935,0.858565570308203,140
"1979",0.966812494343876,1.03857351902125,140
"1980",1.14907914672263,1.17805957747857,140
"1981",0.925556939328586,0.852687843686051,139
"1982",1.39038834114816,1.37605770098891,139
"1983",1.15902297459253,0.997497796652295,139
"1984",1.05184376198792,0.901055803694263,139
"1985",1.10551268165487,1.03332903936058,141
"1986",1.05330109679178,0.985764755062721,141
"1987",0.842599097432904,0.791166546821485,141
"1988",0.902018446361768,0.950544181027919,141
"1989",1.03308431715442,1.09286695907507,141
"1990",1.07387263961559,1.05582208496646,141
"1991",0.960540923800238,0.923762139079888,141
"1992",0.99013002085479,0.985289548952552,141
"1993",0.710858903603634,0.71954365069482,141
"1994",0.756654238001257,0.87527739743261,141
"1995",0.921532352077419,1.04896434208405,141
"1996",0.934939803328856,0.999145681799991,141
"1997",1.04300458037592,1.0860278003387,141
"1998",0.889255761494532,0.876201297100934,141
"1999",1.04450312906741,1.07818397993337,141
"2000",1.0791843594197,1.07036521778743,141
"2001",0.991583764977238,0.950945102180401,141
"2002",0.968526254571402,0.960090613817646,141
"2003",0.934919267902014,0.944399334902276,141
"2004",0.961489946447144,0.993005011118526,141
"2005",0.713953699918952,0.749852694432337,141
"2006",0.983357125164461,1.09243272174557,141
"2007",1.08926636960385,1.12669961138287,141
"2008",0.846397619337499,0.822222649815695,141
"2009",0.929087084263093,0.994274868535271,141
"2010",0.912029741213054,0.968724625401686,141
"2011",0.997773336841965,1.0319811391948,65
"2012",0.959066539341983,0.975274805334633,65
"2013",0.925566525735953,0.919958515698794,64
"2014",0.719216788092496,0.770224770265432,63
"2015",0.853085888131086,0.971952653446286,63
"2016",0.725763113387824,0.83403962713195,63
"2017",1.0625383575404,1.19558243455367,63
"2018",1.12714203314952,1.11646225784203,63
"2019",1.1572077525806,1.1117645602471,62
"2020",1.00146500802077,0.921501911206241,62
"2021",1.19838808254952,1.17201668202117,62
