"","sfc","samp.depth"
"1683",0.733778835224182,5
"1684",0.577760744887013,5
"1685",0.487438783805341,6
"1686",0.582063456501364,7
"1687",0.428794117053714,7
"1688",0.497470845290294,7
"1689",0.694984139318317,7
"1690",0.718082466728738,7
"1691",0.670925078140179,7
"1692",0.717150469349735,7
"1693",0.540302039600322,7
"1694",0.659520151285808,7
"1695",0.622704394036449,7
"1696",0.791209229795495,7
"1697",0.588068722040484,7
"1698",0.487209556343966,7
"1699",0.559423506987528,7
"1700",0.521396891006188,7
"1701",0.402184679574292,7
"1702",0.566982347950772,7
"1703",0.625785687067122,7
"1704",0.61204060019011,7
"1705",0.638559077656779,7
"1706",0.712417171039355,7
"1707",0.863582094378853,7
"1708",1.27209902751259,7
"1709",1.34319287398808,7
"1710",1.19216763654052,8
"1711",0.859449378031037,8
"1712",0.757715723565814,8
"1713",0.743045606223256,8
"1714",1.00180060375699,9
"1715",1.14443909791039,9
"1716",1.05889620586152,9
"1717",0.923210852706137,11
"1718",0.775817524180841,11
"1719",0.981496341584366,11
"1720",1.20019856935304,11
"1721",0.977716217755878,11
"1722",1.17046017361439,11
"1723",1.29660749133901,11
"1724",0.99328195426654,11
"1725",1.2653209471225,11
"1726",0.956669699626939,11
"1727",1.17001568605617,11
"1728",0.784084656336924,11
"1729",1.00753447571452,11
"1730",0.875056935642121,11
"1731",0.912912633764131,12
"1732",0.874569076336137,13
"1733",0.96830011916455,13
"1734",0.8636872877197,13
"1735",0.917313611918935,14
"1736",0.695272900377093,14
"1737",0.988145711750478,14
"1738",0.709056163938173,14
"1739",0.664732298035624,14
"1740",0.638507137430665,15
"1741",0.612600520688603,15
"1742",0.599502609922045,16
"1743",0.717409367391908,16
"1744",0.678951503603298,16
"1745",0.848213967538016,16
"1746",0.927644163735959,16
"1747",0.951580175944553,16
"1748",1.0164881570497,16
"1749",1.23129749115321,16
"1750",1.14953705762014,16
"1751",0.960348695246541,16
"1752",1.14589976033163,16
"1753",1.26959880978642,16
"1754",1.11602445295575,16
"1755",0.874437601642786,16
"1756",1.32110534139105,16
"1757",0.80821429945445,16
"1758",1.28872166581681,16
"1759",1.03926021558164,16
"1760",1.27284543940238,16
"1761",1.58327220735321,16
"1762",1.24937130105032,17
"1763",1.27841756273637,17
"1764",1.09470303365249,17
"1765",0.889839100697755,17
"1766",1.10842679744307,17
"1767",1.32976072463537,18
"1768",1.60017557498412,18
"1769",1.52223790410191,18
"1770",1.70913359966092,18
"1771",1.10000899022674,18
"1772",1.83731076908057,18
"1773",1.59375278354926,18
"1774",1.39522652622137,18
"1775",1.42833442526939,19
"1776",1.39830978610437,19
"1777",1.43007213689645,19
"1778",1.45768998634794,22
"1779",1.34126761916543,22
"1780",0.950551229777322,22
"1781",1.56090382267543,22
"1782",1.11511363418775,23
"1783",1.07211396248085,23
"1784",0.906343084828467,24
"1785",0.988552134769647,26
"1786",1.09252074361907,26
"1787",1.04609482877407,27
"1788",1.06049235699696,27
"1789",1.06101679192336,28
"1790",1.1591293395222,28
"1791",1.20503804451911,28
"1792",1.46460560518799,28
"1793",1.49766083917067,28
"1794",1.28557068559605,28
"1795",1.48580881030272,28
"1796",1.2524747184994,28
"1797",1.2302034368892,28
"1798",1.11680613077092,29
"1799",1.02468395203976,29
"1800",0.931070197597083,29
"1801",1.25025734664332,29
"1802",1.34038258584111,29
"1803",1.20579939917948,29
"1804",1.10485121319353,29
"1805",1.11066832311905,30
"1806",1.27815075448675,32
"1807",1.19262753827467,34
"1808",1.56063740187783,38
"1809",1.13795005889396,38
"1810",1.29577050262001,38
"1811",1.37983640081244,38
"1812",1.13313463899991,38
"1813",1.31111852242611,38
"1814",0.889606075945045,38
"1815",0.874376871420714,38
"1816",0.846121873954374,39
"1817",0.91801720572022,39
"1818",1.0713642921774,39
"1819",0.673744238973759,39
"1820",0.780047748601243,41
"1821",0.655891557772883,41
"1822",0.65614416336728,41
"1823",0.910250487061535,43
"1824",0.827851837533976,45
"1825",0.725301636461063,46
"1826",0.696067621013641,47
"1827",0.83765113748095,47
"1828",1.14333726159427,47
"1829",1.07299702879857,48
"1830",0.87030201699134,48
"1831",0.585132687796275,49
"1832",1.04786347574222,49
"1833",0.819481168121457,49
"1834",0.687095336775485,49
"1835",0.435858918395995,52
"1836",0.655426056404931,53
"1837",0.6977307226414,53
"1838",0.784407813771938,53
"1839",0.742015644016204,53
"1840",0.860810090157808,54
"1841",0.888706560184757,54
"1842",0.82120008243501,54
"1843",0.908258421378604,54
"1844",0.995800941051985,55
"1845",0.701024118987343,55
"1846",0.935568402000856,55
"1847",0.828973295332277,55
"1848",1.17986134534809,56
"1849",0.877403665159115,58
"1850",0.651573253282957,58
"1851",0.804168548719108,58
"1852",0.754748941793714,58
"1853",0.957413885334895,58
"1854",0.984723306196064,58
"1855",0.996191281892907,58
"1856",0.827388068756577,59
"1857",1.20134171182954,59
"1858",1.08450462036052,59
"1859",1.28144288316463,60
"1860",1.13668655486582,60
"1861",1.15139552503695,60
"1862",1.09630449851562,60
"1863",1.12538904310078,60
"1864",1.02749048896769,61
"1865",1.11519400198539,61
"1866",1.17102288943519,63
"1867",1.32362980088785,64
"1868",1.05574681941606,65
"1869",0.973835407428419,66
"1870",0.994911667166744,68
"1871",0.979084242687313,68
"1872",0.84114467315506,69
"1873",0.873403542597605,71
"1874",0.862123910608999,71
"1875",0.920878734765402,72
"1876",0.923874207101926,76
"1877",0.892537646791528,76
"1878",0.884374513166449,76
"1879",0.994964569594266,77
"1880",0.94167396395808,77
"1881",1.05235861885734,77
"1882",0.52207513913,77
"1883",0.349987120967654,77
"1884",0.427498878788743,79
"1885",0.46641789934647,79
"1886",0.595622056924787,79
"1887",0.497856234024593,79
"1888",0.617977806799031,79
"1889",0.632148383164666,80
"1890",0.659161394965267,81
"1891",0.597888894683277,82
"1892",0.467197316533791,82
"1893",0.563368622007448,82
"1894",0.496869753074021,84
"1895",0.731460490467302,84
"1896",0.765894832893275,84
"1897",0.730936035968463,84
"1898",0.724557209673274,85
"1899",0.571815944605314,85
"1900",0.686522592041885,85
"1901",0.804588880654869,85
"1902",0.832361665702188,87
"1903",0.976719067194427,87
"1904",0.838455884407636,88
"1905",0.846467791065192,89
"1906",1.11646370693909,89
"1907",1.05210277000577,90
"1908",1.08614690433163,90
"1909",1.03712414537724,91
"1910",0.941122886922001,91
"1911",1.04561720430212,91
"1912",0.663489978989998,91
"1913",1.00297859523152,93
"1914",0.925213217858122,93
"1915",0.935550191435998,93
"1916",0.80380458462828,93
"1917",0.902380419511861,96
"1918",0.962923614947092,96
"1919",0.595367959232876,96
"1920",0.819229382873522,96
"1921",0.823416612707204,97
"1922",0.61557246174011,98
"1923",0.946311082519197,98
"1924",0.718662028209645,101
"1925",0.738725810457883,101
"1926",0.865319134394135,105
"1927",0.928545981363994,105
"1928",0.871695567144063,105
"1929",1.127215082962,108
"1930",0.950210666917962,109
"1931",0.89997670571034,110
"1932",1.00860298797865,111
"1933",0.928699035528177,112
"1934",1.17132963083878,112
"1935",1.3088120038381,112
"1936",1.19447693131901,114
"1937",1.13258770155372,114
"1938",1.02470826798191,116
"1939",1.12891578913769,116
"1940",0.846919273257035,117
"1941",1.16811022241619,117
"1942",1.20055506674573,118
"1943",1.30713501556683,121
"1944",1.16817070445277,122
"1945",1.18719667102128,124
"1946",1.43424129154978,124
"1947",1.03719332614442,126
"1948",1.18518882546008,126
"1949",0.737264261177088,128
"1950",1.32023336767024,130
"1951",0.961295309001363,130
"1952",1.237915566102,132
"1953",1.07743889881303,132
"1954",1.08318907279529,132
"1955",1.17020608278868,132
"1956",0.938465765114629,132
"1957",1.13185446245674,132
"1958",1.21613200000426,132
"1959",1.08221242181996,132
"1960",1.49353545658006,132
"1961",1.33989743030042,132
"1962",1.34178676978215,132
"1963",0.916198475794549,136
"1964",1.31177393427096,136
"1965",1.11643404940812,136
"1966",1.12428798199185,136
"1967",1.11194341808671,136
"1968",1.12408522626609,136
"1969",1.03186770765295,136
"1970",0.682667722924194,136
"1971",1.22183810221098,136
"1972",0.952801393718041,136
"1973",0.790695140376128,136
"1974",1.05488430221248,138
"1975",1.05717657505431,138
"1976",0.971098059625201,138
"1977",1.04090628516211,138
"1978",0.898045256433898,140
"1979",1.03870015393552,140
"1980",1.24487007064012,140
"1981",0.992187830902378,139
"1982",1.48638408194779,139
"1983",1.24048837917757,139
"1984",1.11730020237309,139
"1985",1.17697637700308,141
"1986",1.11969592296512,141
"1987",0.892254223021066,141
"1988",0.949662185472371,141
"1989",1.08558209701798,141
"1990",1.11592058760316,141
"1991",0.992821202768291,141
"1992",1.02549797410851,141
"1993",0.731038783747402,141
"1994",0.770768823099047,141
"1995",0.937591173872186,141
"1996",0.948658934260834,141
"1997",1.05342032927744,141
"1998",0.891724901537398,141
"1999",1.05676318693767,141
"2000",1.07670589089007,141
"2001",0.976397532667553,141
"2002",0.957746583137824,141
"2003",0.914020120087447,141
"2004",0.94090654758129,141
"2005",0.684044442462512,141
"2006",0.941601327834774,141
"2007",1.04335213309288,141
"2008",0.797936418085099,141
"2009",0.871109319059921,141
"2010",0.859470311213362,141
"2011",0.908494242349481,65
"2012",0.876133054560712,65
"2013",0.835872767969096,64
"2014",0.653818901055027,63
"2015",0.772340234666397,63
"2016",0.65696690206737,63
"2017",0.963787587316937,63
"2018",1.0038186721354,63
"2019",1.03991837403804,62
"2020",0.901019909649622,62
"2021",1.07590315226349,62
